WARPLP229,Grizzly Bear,Shields,Warp Records,"2xLP, Album",5,2012,3873245,Rock,2012-11-16 02:18:30,,,
WARPLP230,Flying Lotus,Until The Quiet Comes,Warp Records,"2xLP, Album",5,2012,3909615,Electronic,2012-11-01 03:35:02,,,
WARPLP240,Oneohtrix Point Never,R Plus Seven,Warp Records,"2xLP, Album",,2013,4945814,Electronic,2013-09-30 03:51:30,,,
WARPLP247,Aphex Twin,Syro,Warp Records,"3x12"", Album",4,2014,6095128,Electronic,2014-10-07 02:24:04,,,
WARPLP25,Autechre,Amber,Warp Records,"2xLP, Album",4,1994,30187,Electronic,,,,
warplp38,Autechre,Tri Repetae,Warp Records,"2xLP, Album",5,1995,24558,Electronic,,,,
WARPLP49,Autechre,Chiastic Slide,Warp Records,"2xLP, Album",5,1997,19628,Electronic,,,,
WARPLP54,Plaid,Not For Threes,Warp Records,"2xLP, Album",4,1997,30800,Electronic,2014-05-20 04:06:54,,,
WARPLP61,Nightmares On Wax,Carboot Soul,Warp Records,"2xLP, Album",4,1999,30808,Electronic,2014-05-20 03:19:36,,,
WARPLP63,Plaid,Rest Proof Clockwork,Warp Records,"2xLP, Album",4,1999,30810,Electronic,,,,
WARPLP84,Plaid,Double Figure,Warp Records,"2xLP, Album, Gat",3,2001,30840,Electronic,,,,
WARPLP86,Chris Clark,Clarence Park,Warp Records,"LP, Album",4,2001,30844,Electronic,,,,
WARPLP92,Aphex Twin,Drukqs,Warp Records,"4x12"", Album + Box",5,2001,13966,Electronic,,,,
WARPSAMP13,Various,2010,Warp Records,"CD, Comp, Smplr",3,2009,2039296,Electronic,2010-03-07 03:44:20,,,
"wap 128, chlt007",Ko-Wreck Technique,Ko-Wrecktion EP,"Warp Records, Chocolate Industries","12"", EP",3,1999,39175,Hip Hop,,,,
wap114r,Boards Of Canada,In A Beautiful Place Out In The Country,"Warp Records, music70","12"", EP, RE, RM, RP",5,2014,5506195,Electronic,2014-07-29 06:36:29,,,
wap144r,Boards Of Canada,In A Beautiful Place Out In The Country,"Warp Records, music70","12"", EP, RE, RM",5,2013,5093863,Electronic,2014-03-18 03:23:23,,,
WAP200R,Boards Of Canada,Trans Canada Highway,"Warp Records, Music70","12"", EP, RE, RP, 140",5,2014,5490651,Electronic,2014-03-18 02:52:14,,,
warpcd101,Boards Of Canada,Geogaddi,"Warp Records, Music70","CD, Album",5,2002,24432,Electronic,,,,
warplp101r,Boards Of Canada,Geogaddi,"Warp Records, Music70","2xLP + LP, S/Sided, Etch + Album, RE, RM",5,2013,4985843,Electronic,2013-10-24 03:53:13,,,
WARPLP123R,Boards Of Canada,The Campfire Headphase,"Warp Records, Music70","2xLP, Album, RE, RP, Gat",,2013,5006888,Electronic,2013-12-06 10:03:58,,,
WARPLP257,Boards Of Canada,Tomorrow's Harvest,"Warp Records, Music70","2xLP, Album",5,2013,4548231,Electronic,2013-07-14 09:13:08,,,
WARPLP70R,Boards Of Canada,Twoism,"Warp Records, Music70","LP, MiniAlbum, RE, Rep",5,2014,5463729,Electronic,2014-03-18 02:51:44,,,
WARPCD207,Brian Eno With Jon Hopkins & Leo Abrahams,Small Craft On A Milk Sea,"Warp Records, Opal Records","CD, Album, Dig",3,2010,2518142,Ambient,2010-12-01 10:30:00,,,
WAP   1,Forgemasters,Track With No Name,"Warp Records, Outer Rhythm","12""",5,1989,2461,Techno,,,,
WAP 6,Nightmares On Wax,Aftermath #1,"Warp Records, Outer Rhythm","12""",4,1990,2465,Techno,,,,
"warplp55, skalp1",Boards Of Canada,Music Has The Right To Children,"Warp Records, Skam","2xLP, Album",4,1998,11778,Electronic,,,,
"WAP 100, wap100",Various,We Are Reasonable People,"Warp Records, Warp Records","3xLP, Comp",3,1998,28759,Electronic,,,,
WAP 39 CDR,Aphex Twin,On (Remixes),"Warp Records, Warp Records","CD, EP, Whi",5,1993,6155,Electronic,,,,
"WAP 60R, WAP60R",Aphex Twin,Ventolin E.P (The Remixes),"Warp Records, Warp Records","12"", EP",5,1995,28546,Electronic,,,,
"WAP 65, WAP | 65",Elecktroids,Kilohertz,"Warp Records, Warp Records","12""",5,1995,3676,Electronic,2010-06-05 09:25:52,,,
"wap 96cd, wap96cd",Autechre,Cichlisuite,"Warp Records, Warp Records","CD, EP",5,1997,2505,Electronic,,,,
"WAP68Y, WAP 68Y",Disjecta,Looking For Snags 1.1,"Warp Records, Warp Records","12""",5,1995,3675,Electronic,,,,
"WARP CD 30, Warp CD 30",Aphex Twin,...I Care Because You Do,"Warp Records, Warp Records","CD, Album",5,1995,3535,Electronic,2010-06-13 06:10:32,,,
"WARP CD17, WARP.CD17",Autechre,Incunabula,"Warp Records, Warp Records","CD, Album",5,1993,2493,Electronic,,,,
"Warp CD28, WARPCD28",Seefeel,Succour,"Warp Records, Warp Records","CD, Album",5,1995,3617,Electronic,,,,
"WARP CD44, WARP COMPACTDISC 44",Various,Blech II: Blechsdöttir,"Warp Records, Warp Records","CD, Comp, Mixed",3,1996,3623,Electronic,,,,
"WARP CD7, Warp CD7",Polygon Window,Surfing On Sine Waves,"Warp Records, Warp Records","CD, Album, RP",5,0,2509,Techno,,,,
"WARP LP 30, WARP 30 lp",Aphex Twin,...I Care Because You Do,"Warp Records, Warp Records","2xLP, Album",5,1995,27129,Electronic,,,,
"WARP LP8, WARPlp8",Black Dog Productions,Bytes,"Warp Records, Warp Records","2xLP, Comp",5,1993,4663,Electronic,2010-09-04 09:26:00,,,
"WARPCD165, WarpCD165",Flying Lotus,Los Angeles,"Warp Records, Warp Records","CD, Album",4,2008,1361198,Electronic,2010-06-07 03:37:35,,,
"WARPCD189, WARP CD189","Broadcast And Focus Group, The",Investigate Witch Cults Of The Radio Age,"Warp Records, Warp Records","CD, MiniAlbum",3,2009,1978584,Rock,2010-08-13 04:51:26,,,
"WARPCD195X, WARPCD195",Flying Lotus,Cosmogramma,"Warp Records, Warp Records","CD, Album, Ltd, Dig",5,2010,2257618,Electronic,2010-05-15 03:08:32,,,
"WARPCD63, warpcd63",Plaid,Rest Proof Clockwork,"Warp Records, Warp Records","CD, Album",4,1999,3660,Electronic,,,,
"Warp LP43, WARP LP 43, WARP LP43",Aphex Twin,Richard D. James Album,"Warp Records, Warp Records, Warp Records","LP, Album",5,1996,30849,Electronic,,,,
TVT 8717-2,Autechre,"Basscad,EP","Wax Trax! Records, TVT Records","CD, EP",5,1994,51766,Electronic,2010-06-13 06:11:31,,,
12.TVT.8717-0,Autechre,"Basscad,EP (Basscadetmxs.3A)",Wax Trax! Records,"12"", EP",4,1994,25492,Electronic,,,,
CDSEW2 055,Funkadelic,Music For Your Mother - Funkadelic 45s,Westbound Records,"2xCD, Comp, Mono",4,1992,99508,Funk,,,,
went1022,Tangerine Dream,Towards The Evening Star,When! Recordings,"12"", Single, Cle",4,1997,20697,Electronic,2010-06-05 03:20:24,,,
WEBB110CD,Espers,II,Wichita,"CD, Album",4,2006,845497,Folk,,,,
WBRLP 3,Massive Attack vs. Mad Professor,No Protection,Wild Bunch Records,"LP, Album",3,1995,66861,Reggae,2010-06-06 04:20:48,,,
DEV 1T,Devendra Banhart,White Reggae Troll,XL Recordings,"12"", S/Sided, Ltd",3,2006,705760,Folk,,,,
XLCD 120,Jonny L,Sawtooth,XL Recordings,"CD, Album",5,1997,11347,"Rave, Jungle & Drum'n'bass",2010-03-15 05:19:18,,,
XLCD 125,Jonny L,Magnetic,XL Recordings,"CD, Album",5,1998,6012,"Rave, Jungle & Drum'n'bass",2010-06-06 05:55:24,,,
XLLP471,Gil Scott-Heron,I'm New Here,XL Recordings,"2xLP, Album, 180",4,2010,2127236,Soul,2010-08-05 00:52:34,,,
"XLCD 283X, XL CD 283X",Devendra Banhart,Smokey Rolls Down Thunder Canyon,"XL Recordings, XL Recordings","CD, Album, Ltd",5,2007,1082087,Folk,,,,
